Tournament,Date,Series,Court,Surface,Round,Best of,Player_1,Player_2,Winner,Rank_1,Rank_2,Pts_1,Pts_2,Odd_1,Odd_2,Score
Australian Open,2022-01-18,Grand Slam,Outdoor,Hard,1st Round,5,Johnson S.,Thompson J.,Johnson S.,104,73,724,860,2.0,1.8,7-6 6-7 4-6 6-3 6-3
Australian Open,2022-01-18,Grand Slam,Outdoor,Hard,1st Round,5,Sousa J.,Sinner J.,Sinner J.,140,10,500,3390,13.0,1.04,4-6 5-7 1-6
Australian Open,2022-01-18,Grand Slam,Outdoor,Hard,1st Round,5,Paire B.,Monteiro T.,Paire B.,56,79,1075,824,3.2,1.36,6-4 3-6 7-5 2-6 7-5
Australian Open,2022-01-18,Grand Slam,Outdoor,Hard,1st Round,5,Isner J.,Cressy M.,Cressy M.,25,70,1881,875,2.0,1.8,6-7 5-7 7-6 7-6 4-6
Australian Open,2022-01-18,Grand Slam,Outdoor,Hard,1st Round,5,Medvedev D.,Laaksonen H.,Medvedev D.,2,91,8935,781,1.01,21.0,6-1 6-4 7-6
Australian Open,2022-01-18,Grand Slam,Outdoor,Hard,1st Round,5,Basilashvili N.,Murray A.,Murray A.,23,113,2051,671,2.5,1.53,1-6 6-3 4-6 7-6 4-6
Australian Open,2022-01-18,Grand Slam,Outdoor,Hard,1st Round,5,Auger-Aliassime F.,Ruusuvuori E.,Auger-Aliassime F.,9,90,3608,783,1.33,3.4,6-4 0-6 3-6 6-3 6-4
Australian Open,2022-01-18,Grand Slam,Outdoor,Hard,1st Round,5,Cerundolo J.M.,Machac T.,Machac T.,80,132,818,555,5.0,1.16,3-6 6-2 4-6 2-6
Australian Open,2022-01-18,Grand Slam,Outdoor,Hard,1st Round,5,Daniel T.,Barrios M.,Daniel T.,120,147,606,458,1.36,3.2,7-6 6-1 6-1
Australian Open,2022-01-18,Grand Slam,Outdoor,Hard,1st Round,5,Safiullin R.,Molcan A.,Molcan A.,149,74,455,839,2.3,1.61,3-6 6-7 7-5 6-7
Australian Open,2022-01-18,Grand Slam,Outdoor,Hard,1st Round,5,Andujar P.,Dzumhur D.,Andujar P.,83,161,800,429,2.2,1.66,6-1 7-5 6-1
Australian Open,2022-01-18,Grand Slam,Outdoor,Hard,1st Round,5,Goffin D.,Evans D.,Evans D.,45,24,1216,1957,4.5,1.2,4-6 3-6 0-6
Australian Open,2022-01-18,Grand Slam,Outdoor,Hard,1st Round,5,Fritz T.,Marterer M.,Fritz T.,22,228,2175,279,1.12,6.0,7-6 6-3 6-2
Australian Open,2022-01-18,Grand Slam,Outdoor,Hard,1st Round,5,Bolt A.,Davidovich Fokina A.,Davidovich Fokina A.,152,50,451,1160,3.75,1.28,3-6 3-6 4-6
Australian Open,2022-01-18,Grand Slam,Outdoor,Hard,1st Round,5,Baez S.,Ramos-Vinolas A.,Baez S.,88,44,791,1259,1.5,2.62,6-4 4-6 6-3 1-6 6-2
Australian Open,2022-01-18,Grand Slam,Outdoor,Hard,1st Round,5,Trungelliti M.,Tiafoe F.,Tiafoe F.,198,34,326,1467,6.5,1.11,6-3 4-6 2-6 6-3 3-6
Australian Open,2022-01-18,Grand Slam,Outdoor,Hard,1st Round,5,Rinderknech A.,Popyrin A.,Rinderknech A.,48,59,1178,1010,1.72,2.1,7-5 4-6 6-2 3-6 6-3
Australian Open,2022-01-18,Grand Slam,Outdoor,Hard,1st Round,5,Seppi A.,Majchrzak K.,Majchrzak K.,101,107,736,708,2.3,1.61,1-6 1-6 5-7
Australian Open,2022-01-18,Grand Slam,Outdoor,Hard,1st Round,5,De Minaur A.,Musetti L.,De Minaur A.,42,60,1316,1004,1.14,5.5,3-6 6-3 6-0 6-3
Australian Open,2022-01-18,Grand Slam,Outdoor,Hard,1st Round,5,Broady L.,Kyrgios N.,Kyrgios N.,128,115,569,648,2.62,1.5,4-6 4-6 3-6
Australian Open,2022-01-18,Grand Slam,Outdoor,Hard,1st Round,5,Tsitsipas S.,Ymer M.,Tsitsipas S.,4,86,6540,793,1.2,4.5,6-2 6-4 6-3
Australian Open,2022-01-19,Grand Slam,Outdoor,Hard,2nd Round,5,Otte O.,Sonego L.,Sonego L.,96,26,748,1860,2.75,1.44,6-2 2-6 3-6 1-6
Australian Open,2022-01-19,Grand Slam,Outdoor,Hard,2nd Round,5,Kecmanovic M.,Paul T.,Kecmanovic M.,77,41,836,1317,3.0,1.4,7-6 7-5 7-6
Australian Open,2022-01-19,Grand Slam,Outdoor,Hard,2nd Round,5,Griekspoor T.,Carreno Busta P.,Carreno Busta P.,62,21,1001,2305,3.0,1.4,3-6 7-6 6-7 6-3 4-6
Australian Open,2022-01-19,Grand Slam,Outdoor,Hard,2nd Round,5,Opelka R.,Koepfer D.,Opelka R.,29,53,1776,1096,1.3,3.5,6-4 6-3 7-6
Australian Open,2022-01-19,Grand Slam,Outdoor,Hard,2nd Round,5,Moutet C.,Korda S.,Korda S.,100,43,737,1286,3.4,1.33,6-3 4-6 7-6 5-7 6-7
Australian Open,2022-01-19,Grand Slam,Outdoor,Hard,2nd Round,5,Shapovalov D.,Kwon S.W.,Shapovalov D.,14,54,2593,1085,1.25,4.0,7-6 6-7 6-7 7-5 6-2
Australian Open,2022-01-19,Grand Slam,Outdoor,Hard,2nd Round,5,Hanfmann Y.,Nadal R.,Nadal R.,126,5,583,4875,15.0,1.03,2-6 3-6 4-6
Australian Open,2022-01-19,Grand Slam,Outdoor,Hard,2nd Round,5,Alcaraz C.,Lajovic D.,Alcaraz C.,31,39,1609,1346,1.12,6.0,6-2 6-1 7-5
Australian Open,2022-01-19,Grand Slam,Outdoor,Hard,2nd Round,5,Kozlov S.,Berrettini M.,Berrettini M.,169,7,401,4568,10.0,1.06,1-6 6-4 4-6 1-6
Australian Open,2022-01-19,Grand Slam,Outdoor,Hard,2nd Round,5,Garin C.,Martinez P.,Garin C.,19,61,2375,1001,1.9,1.9,6-7 7-6 2-6 6-2 6-2
Australian Open,2022-01-19,Grand Slam,Outdoor,Hard,2nd Round,5,Vukic A.,Albot R.,Albot R.,144,124,477,587,1.53,2.5,4-6 6-7 4-6
Australian Open,2022-01-19,Grand Slam,Outdoor,Hard,2nd Round,5,Mannarino A.,Hurkacz H.,Mannarino A.,69,11,879,3336,5.5,1.14,6-4 6-2 6-3
Australian Open,2022-01-19,Grand Slam,Outdoor,Hard,2nd Round,5,Bonzi B.,Khachanov K.,Khachanov K.,63,30,979,1748,3.75,1.28,4-6 0-6 5-7
Australian Open,2022-01-19,Grand Slam,Outdoor,Hard,2nd Round,5,Karatsev A.,Mcdonald M.,Karatsev A.,15,55,2553,1084,1.44,2.75,3-6 6-2 6-2 6-3
Australian Open,2022-01-19,Grand Slam,Outdoor,Hard,2nd Round,5,Millman J.,Zverev A.,Zverev A.,89,3,788,7970,11.0,1.05,4-6 4-6 0-6
Australian Open,2022-01-19,Grand Slam,Outdoor,Hard,2nd Round,5,Monfils G.,Bublik A.,Monfils G.,20,37,2373,1411,1.2,4.5,6-1 6-0 6-4
Australian Open,2022-01-20,Grand Slam,Outdoor,Hard,2nd Round,5,Gombos N.,Cilic M.,Cilic M.,117,27,624,1840,6.0,1.12,2-6 3-6 6-3 6-7
Australian Open,2022-01-20,Grand Slam,Outdoor,Hard,2nd Round,5,O Connell C.,Schwartzman D.,O Connell C.,175,13,383,2730,5.0,1.16,7-6 6-4 6-4
Australian Open,2022-01-20,Grand Slam,Outdoor,Hard,2nd Round,5,Machac T.,Cressy M.,Cressy M.,132,70,555,875,2.3,1.61,1-6 6-3 1-6 6-7
Australian Open,2022-01-20,Grand Slam,Outdoor,Hard,2nd Round,5,Rublev A.,Berankis R.,Rublev A.,6,93,4785,761,1.06,10.0,6-4 6-2 6-0
Australian Open,2022-01-20,Grand Slam,Outdoor,Hard,2nd Round,5,Molcan A.,Andujar P.,Andujar P.,74,83,839,800,1.53,2.5,4-6 6-7 6-0 1-6
Australian Open,2022-01-20,Grand Slam,Outdoor,Hard,2nd Round,5,Fritz T.,Tiafoe F.,Fritz T.,22,34,2175,1467,1.4,3.0,6-4 6-3 7-6
Australian Open,2022-01-20,Grand Slam,Outdoor,Hard,2nd Round,5,Kohlschreiber P.,Bautista Agut R.,Bautista Agut R.,134,18,533,2385,5.5,1.14,1-6 0-6 3-6
Australian Open,2022-01-20,Grand Slam,Outdoor,Hard,2nd Round,5,Auger-Aliassime F.,Davidovich Fokina A.,Auger-Aliassime F.,9,50,3608,1160,1.22,4.33,7-6 6-7 7-6 7-6
Australian Open,2022-01-20,Grand Slam,Outdoor,Hard,2nd Round,5,Majchrzak K.,De Minaur A.,De Minaur A.,107,42,708,1316,4.33,1.22,4-6 4-6 2-6
Australian Open,2022-01-20,Grand Slam,Outdoor,Hard,2nd Round,5,Tsitsipas S.,Baez S.,Tsitsipas S.,4,88,6540,791,1.06,10.0,7-6 6-7 6-3 6-4
Australian Open,2022-01-20,Grand Slam,Outdoor,Hard,2nd Round,5,Dimitrov G.,Paire B.,Paire B.,28,56,1821,1075,1.16,5.0,4-6 4-6 7-6 6-7
Australian Open,2022-01-20,Grand Slam,Outdoor,Hard,2nd Round,5,Daniel T.,Murray A.,Daniel T.,120,113,606,671,3.75,1.28,6-4 6-4 6-4
Australian Open,2022-01-20,Grand Slam,Outdoor,Hard,2nd Round,5,Kyrgios N.,Medvedev D.,Medvedev D.,115,2,648,8935,5.0,1.16,6-7 4-6 6-4 2-6
Australian Open,2022-01-20,Grand Slam,Outdoor,Hard,2nd Round,5,Sinner J.,Johnson S.,Sinner J.,10,104,3390,724,1.07,9.0,6-2 6-4 6-3
Australian Open,2022-01-21,Grand Slam,Outdoor,Hard,3rd Round,5,Sonego L.,Kecmanovic M.,Kecmanovic M.,26,77,1860,836,1.5,2.62,4-6 7-6 2-6 5-7
Australian Open,2022-01-21,Grand Slam,Outdoor,Hard,3rd Round,5,Monfils G.,Garin C.,Monfils G.,20,19,2373,2375,1.08,8.0,7-6 6-1 6-3
Australian Open,2022-01-21,Grand Slam,Outdoor,Hard,3rd Round,5,Alcaraz C.,Berrettini M.,Berrettini M.,31,7,1609,4568,1.66,2.2,2-6 6-7 6-4 6-2 6-7
Australian Open,2022-01-21,Grand Slam,Outdoor,Hard,3rd Round,5,Shapovalov D.,Opelka R.,Shapovalov D.,14,29,2593,1776,1.8,2.0,7-6 4-6 6-3 6-4
Australian Open,2022-01-21,Grand Slam,Outdoor,Hard,3rd Round,5,Korda S.,Carreno Busta P.,Carreno Busta P.,43,21,1286,2305,2.2,1.66,4-6 5-7 7-6 3-6
Australian Open,2022-01-21,Grand Slam,Outdoor,Hard,3rd Round,5,Zverev A.,Albot R.,Zverev A.,3,124,7970,587,1.02,17.0,6-3 6-4 6-4
Australian Open,2022-01-21,Grand Slam,Outdoor,Hard,3rd Round,5,Khachanov K.,Nadal R.,Nadal R.,30,5,1748,4875,4.5,1.2,3-6 2-6 6-3 1-6
Australian Open,2022-01-21,Grand Slam,Outdoor,Hard,3rd Round,5,Mannarino A.,Karatsev A.,Mannarino A.,69,15,879,2553,4.0,1.25,7-6 6-7 7-5 6-4
Australian Open,2022-01-22,Grand Slam,Outdoor,Hard,3rd Round,5,Bautista Agut R.,Fritz T.,Fritz T.,18,22,2385,2175,1.72,2.1,0-6 6-3 6-3 4-6 3-6
Australian Open,2022-01-22,Grand Slam,Outdoor,Hard,3rd Round,5,Tsitsipas S.,Paire B.,Tsitsipas S.,4,56,6540,1075,1.11,6.5,6-3 7-5 6-7 6-4
Australian Open,2022-01-22,Grand Slam,Outdoor,Hard,3rd Round,5,O Connell C.,Cressy M.,Cressy M.,175,70,383,875,2.5,1.53,2-6 7-6 3-6 2-6
Australian Open,2022-01-22,Grand Slam,Outdoor,Hard,3rd Round,5,Medvedev D.,Van De Zandschulp B.,Medvedev D.,2,57,8935,1069,1.03,15.0,6-4 6-4 6-2
Australian Open,2022-01-22,Grand Slam,Outdoor,Hard,3rd Round,5,Evans D.,Auger-Aliassime F.,Auger-Aliassime F.,24,9,1957,3608,2.0,1.8,4-6 1-6 1-6
Australian Open,2022-01-22,Grand Slam,Outdoor,Hard,3rd Round,5,Sinner J.,Daniel T.,Sinner J.,10,120,3390,606,1.08,8.0,6-4 1-6 6-3 6-1
Australian Open,2022-01-22,Grand Slam,Outdoor,Hard,3rd Round,5,Andujar P.,De Minaur A.,De Minaur A.,83,42,800,1316,10.0,1.06,4-6 4-6 2-6
Australian Open,2022-01-22,Grand Slam,Outdoor,Hard,3rd Round,5,Cilic M.,Rublev A.,Cilic M.,27,6,1840,4785,3.5,1.3,7-5 7-6 3-6 6-3
Australian Open,2022-01-23,Grand Slam,Outdoor,Hard,4th Round,5,Mannarino A.,Nadal R.,Nadal R.,69,5,879,4875,13.0,1.04,6-7 2-6 2-6
Australian Open,2022-01-23,Grand Slam,Outdoor,Hard,4th Round,5,Shapovalov D.,Zverev A.,Shapovalov D.,14,3,2593,7970,4.33,1.22,6-3 7-6 6-3
Australian Open,2022-01-23,Grand Slam,Outdoor,Hard,4th Round,5,Kecmanovic M.,Monfils G.,Monfils G.,77,20,836,2373,4.0,1.25,5-7 6-7 3-6
Australian Open,2022-01-23,Grand Slam,Outdoor,Hard,4th Round,5,Berrettini M.,Carreno Busta P.,Berrettini M.,7,21,4568,2305,1.44,2.75,7-5 7-6 6-4
Australian Open,2022-01-24,Grand Slam,Outdoor,Hard,4th Round,5,Cilic M.,Auger-Aliassime F.,Auger-Aliassime F.,27,9,1840,3608,2.3,1.61,6-2 6-7 2-6 6-7
Australian Open,2022-01-24,Grand Slam,Outdoor,Hard,4th Round,5,Medvedev D.,Cressy M.,Medvedev D.,2,70,8935,875,1.03,15.0,6-2 7-6 6-7 7-5
Australian Open,2022-01-24,Grand Slam,Outdoor,Hard,4th Round,5,De Minaur A.,Sinner J.,Sinner J.,42,10,1316,3390,3.0,1.4,6-7 3-6 4-6
Australian Open,2022-01-24,Grand Slam,Outdoor,Hard,4th Round,5,Tsitsipas S.,Fritz T.,Tsitsipas S.,4,22,6540,2175,1.57,2.37,4-6 6-4 4-6 6-3 6-4
Australian Open,2022-01-25,Grand Slam,Outdoor,Hard,Quarterfinals,5,Shapovalov D.,Nadal R.,Nadal R.,14,5,2593,4875,2.62,1.33,3-6 4-6 6-4 6-3 3-6
Australian Open,2022-01-25,Grand Slam,Outdoor,Hard,Quarterfinals,5,Berrettini M.,Monfils G.,Berrettini M.,7,20,4568,2373,1.57,2.37,6-4 6-4 3-6 3-6 6-2
Australian Open,2022-01-26,Grand Slam,Outdoor,Hard,Quarterfinals,5,Sinner J.,Tsitsipas S.,Tsitsipas S.,10,4,3390,6540,1.66,2.2,3-6 4-6 2-6
Australian Open,2022-01-26,Grand Slam,Outdoor,Hard,Quarterfinals,5,Medvedev D.,Auger-Aliassime F.,Medvedev D.,2,9,8935,3608,1.12,6.0,6-7 3-6 7-6 7-5 6-4
Australian Open,2022-01-28,Grand Slam,Outdoor,Hard,Semifinals,5,Berrettini M.,Nadal R.,Nadal R.,7,5,4568,4875,3.0,1.4,3-6 2-6 6-3 3-6
Australian Open,2022-01-28,Grand Slam,Outdoor,Hard,Semifinals,5,Medvedev D.,Tsitsipas S.,Medvedev D.,2,4,8935,6540,1.36,3.2,7-6 4-6 6-4 6-1
Australian Open,2022-01-30,Grand Slam,Outdoor,Hard,The Final,5,Medvedev D.,Nadal R.,Nadal R.,2,5,8935,4875,1.53,2.62,6-2 7-6 4-6 4-6 5-7
Wimbledon,2022-06-27,Grand Slam,Outdoor,Grass,1st Round,5,Rosol L.,Basilashvili N.,Basilashvili N.,280,26,181,1473,3.5,1.3,7-6 6-7 6-3 3-6 3-6
Wimbledon,2022-06-27,Grand Slam,Outdoor,Grass,1st Round,5,Halys Q.,Paire B.,Halys Q.,82,73,687,771,1.36,3.2,4-6 6-1 6-2 6-4
Wimbledon,2022-06-27,Grand Slam,Outdoor,Grass,1st Round,5,Etcheverry T.,Humbert U.,Humbert U.,77,112,750,521,6.5,1.11,3-6 6-3 6-4 3-6 4-6
Wimbledon,2022-06-27,Grand Slam,Outdoor,Grass,1st Round,5,Ruud C.,Ramos-Vinolas A.,Ruud C.,6,39,5050,1080,1.2,4.5,7-6 7-6 6-2
Wimbledon,2022-06-27,Grand Slam,Outdoor,Grass,1st Round,5,Bedene A.,Marterer M.,Marterer M.,200,172,283,319,1.72,2.1,6-4 5-7 4-6 5-7
Wimbledon,2022-06-27,Grand Slam,Outdoor,Grass,1st Round,5,Norrie C.,Andujar P.,Norrie C.,12,100,3200,576,1.02,17.0,6-0 7-6 6-3
Wimbledon,2022-06-27,Grand Slam,Outdoor,Grass,1st Round,5,Monteiro T.,Munar J.,Munar J.,89,71,643,780,1.61,2.3,2-6 4-6 5-7
Wimbledon,2022-06-27,Grand Slam,Outdoor,Grass,1st Round,5,Davidovich Fokina A.,Hurkacz H.,Davidovich Fokina A.,37,10,1120,3735,5.5,1.14,7-6 6-4 5-7 2-6 7-6
Wimbledon,2022-06-27,Grand Slam,Outdoor,Grass,1st Round,5,Purcell M.,Mannarino A.,Mannarino A.,209,86,272,665,3.75,1.28,3-6 6-7 6-4 6-4 4-6
Wimbledon,2022-06-27,Grand Slam,Outdoor,Grass,1st Round,5,Paul T.,Verdasco F.,Paul T.,32,115,1208,517,1.14,5.5,6-1 6-2 7-6
Wimbledon,2022-06-27,Grand Slam,Outdoor,Grass,1st Round,5,Vavassori A.,Tiafoe F.,Tiafoe F.,256,28,205,1439,6.5,1.11,4-6 4-6 4-6
Wimbledon,2022-06-27,Grand Slam,Outdoor,Grass,1st Round,5,Djokovic N.,Kwon S.W.,Djokovic N.,3,81,6770,698,1.005,34.0,6-3 3-6 6-3 6-4
Wimbledon,2022-06-27,Grand Slam,Outdoor,Grass,1st Round,5,Couacaud E.,Isner J.,Isner J.,206,24,276,1616,5.0,1.16,7-6 6-7 6-4 3-6 5-7
Wimbledon,2022-06-27,Grand Slam,Outdoor,Grass,1st Round,5,Kokkinakis T.,Majchrzak K.,Kokkinakis T.,79,91,728,635,2.1,1.72,7-6 6-2 7-5
Wimbledon,2022-06-27,Grand Slam,Outdoor,Grass,1st Round,5,Struff J.L.,Alcaraz C.,Alcaraz C.,155,7,363,4890,4.0,1.25,6-4 5-7 6-4 6-7 4-6
Wimbledon,2022-06-27,Grand Slam,Outdoor,Grass,1st Round,5,Tabilo A.,Djere L.,Tabilo A.,78,57,746,946,2.62,1.5,7-6 6-2 1-6 4-6 7-6
Wimbledon,2022-06-27,Grand Slam,Outdoor,Grass,1st Round,5,Coria F.,Vesely J.,Vesely J.,67,68,840,829,11.0,1.05,3-6 2-6 6-7
Wimbledon,2022-06-27,Grand Slam,Outdoor,Grass,1st Round,5,Van Rijthoven T.,Delbonis F.,Van Rijthoven T.,104,84,546,679,1.12,6.0,7-6 6-1 6-2
Wimbledon,2022-06-27,Grand Slam,Outdoor,Grass,1st Round,5,Wawrinka S.,Sinner J.,Sinner J.,267,13,191,3185,3.4,1.33,5-7 6-4 3-6 2-6
Wimbledon,2022-06-27,Grand Slam,Outdoor,Grass,1st Round,5,Kecmanovic M.,Millman J.,Kecmanovic M.,30,85,1306,676,1.44,2.75,6-3 2-6 6-3 6-4
Wimbledon,2022-06-27,Grand Slam,Outdoor,Grass,1st Round,5,Fognini F.,Griekspoor T.,Griekspoor T.,63,53,896,984,3.2,1.36,7-5 5-7 3-6 4-6
Wimbledon,2022-06-27,Grand Slam,Outdoor,Grass,1st Round,5,Murray A.,Duckworth J.,Murray A.,52,74,995,766,1.16,5.0,4-6 6-3 6-2 6-4
Wimbledon,2022-06-27,Grand Slam,Outdoor,Grass,1st Round,5,Fucsovics M.,Bublik A.,Bublik A.,59,38,922,1105,2.37,1.57,1-6 2-6 4-6
Wimbledon,2022-06-27,Grand Slam,Outdoor,Grass,1st Round,5,Otte O.,Gojowczyk P.,Otte O.,36,92,1155,630,1.14,5.5,6-1 6-2 6-1
Wimbledon,2022-06-28,Grand Slam,Outdoor,Grass,1st Round,5,Laaksonen H.,Peniston R.,Peniston R.,96,135,606,440,4.5,1.2,4-6 3-6 2-6
Wimbledon,2022-06-28,Grand Slam,Outdoor,Grass,1st Round,5,Grenier H.,Huesler M.A.,Grenier H.,141,105,424,546,2.37,1.57,6-3 7-6 6-7 2-6 6-4
Wimbledon,2022-06-28,Grand Slam,Outdoor,Grass,1st Round,5,Albot R.,Goffin D.,Goffin D.,113,58,521,930,2.62,1.5,2-6 2-6 6-7
Wimbledon,2022-06-28,Grand Slam,Outdoor,Grass,1st Round,5,Baez S.,Daniel T.,Baez S.,35,118,1168,504,1.9,1.9,6-4 6-4 7-5
Wimbledon,2022-06-28,Grand Slam,Outdoor,Grass,1st Round,5,Sousa J.,Gasquet R.,Gasquet R.,60,69,918,817,2.62,1.5,6-7 2-6 6-4 6-4 3-6
Wimbledon,2022-06-28,Grand Slam,Outdoor,Grass,1st Round,5,Opelka R.,Taberner C.,Opelka R.,18,98,2100,585,1.16,5.0,7-6 6-4 6-4
Wimbledon,2022-06-28,Grand Slam,Outdoor,Grass,1st Round,5,Jubb P.,Kyrgios N.,Kyrgios N.,219,40,256,1070,9.0,1.07,6-3 1-6 5-7 7-6 5-7
Wimbledon,2022-06-28,Grand Slam,Outdoor,Grass,1st Round,5,Molcan A.,Martinez P.,Molcan A.,51,50,1006,1010,1.44,2.75,4-6 6-4 6-4 6-1
Wimbledon,2022-06-28,Grand Slam,Outdoor,Grass,1st Round,5,Altmaier D.,Ymer M.,Ymer M.,61,88,904,653,1.9,1.9,3-6 5-7 5-7
Wimbledon,2022-06-28,Grand Slam,Outdoor,Grass,1st Round,5,De Minaur A.,Dellien H.,De Minaur A.,27,80,1473,704,1.03,15.0,6-1 6-3 7-5
Wimbledon,2022-06-28,Grand Slam,Outdoor,Grass,1st Round,5,Kukushkin M.,Brooksby J.,Brooksby J.,164,34,334,1187,3.0,1.4,3-6 2-6 3-6
Wimbledon,2022-06-28,Grand Slam,Outdoor,Grass,1st Round,5,Berankis R.,Querrey S.,Berankis R.,106,157,545,352,4.0,1.25,6-4 7-5 6-3
Wimbledon,2022-06-28,Grand Slam,Outdoor,Grass,1st Round,5,Clarke J.,Harrison C.,Harrison C.,156,251,361,210,2.1,1.72,6-7 1-6 6-7
Wimbledon,2022-06-28,Grand Slam,Outdoor,Grass,1st Round,5,Bonzi B.,Kolar Z.,Bonzi B.,47,119,1026,503,1.1,7.0,6-3 6-3 6-1
Wimbledon,2022-06-28,Grand Slam,Outdoor,Grass,1st Round,5,Ymer E.,Garin C.,Garin C.,137,43,439,1055,2.5,1.53,3-6 5-7 4-6
Wimbledon,2022-06-28,Grand Slam,Outdoor,Grass,1st Round,5,Gaston H.,Popyrin A.,Gaston H.,66,83,863,682,2.5,1.53,6-2 4-6 0-6 7-6 6-3
Wimbledon,2022-06-28,Grand Slam,Outdoor,Grass,1st Round,5,Zapata Miralles B.,Sock J.,Sock J.,90,103,639,557,3.4,1.33,6-7 4-6 4-6
Wimbledon,2022-06-28,Grand Slam,Outdoor,Grass,1st Round,5,Mcdonald M.,Borges N.,Mcdonald M.,55,123,971,493,1.33,3.4,6-4 6-4 7-6
Wimbledon,2022-06-28,Grand Slam,Outdoor,Grass,1st Round,5,Rune H.,Giron M.,Giron M.,29,65,1420,866,2.1,1.72,3-6 5-7 4-6
Wimbledon,2022-06-28,Grand Slam,Outdoor,Grass,1st Round,5,Sonego L.,Kudla D.,Sonego L.,54,75,980,763,1.9,1.9,6-7 6-3 7-5 4-6 6-2
Wimbledon,2022-06-28,Grand Slam,Outdoor,Grass,1st Round,5,Lehecka J.,Krajinovic F.,Krajinovic F.,72,31,776,1300,3.2,1.36,7-5 4-6 7-6 6-7 4-6
Wimbledon,2022-06-28,Grand Slam,Outdoor,Grass,1st Round,5,Draper J.,Bergs Z.,Draper J.,94,146,627,403,1.33,3.4,6-4 6-4 7-6
Wimbledon,2022-06-28,Grand Slam,Outdoor,Grass,1st Round,5,Cerundolo F.,Nadal R.,Nadal R.,41,4,1070,6525,13.0,1.04,4-6 3-6 6-3 4-6
Wimbledon,2022-06-28,Grand Slam,Outdoor,Grass,1st Round,5,Thompson J.,Carballes Baena R.,Thompson J.,76,87,750,663,1.08,8.0,6-4 6-1 6-1
Wimbledon,2022-06-28,Grand Slam,Outdoor,Grass,1st Round,5,Auger-Aliassime F.,Cressy M.,Cressy M.,9,45,3760,1047,1.3,3.5,7-6 4-6 6-7 6-7
Wimbledon,2022-06-28,Grand Slam,Outdoor,Grass,1st Round,5,Van De Zandschulp B.,Lopez F.,Van De Zandschulp B.,25,240,1518,222,1.2,4.5,6-2 6-3 6-3
Wimbledon,2022-06-28,Grand Slam,Outdoor,Grass,1st Round,5,Nishioka Y.,Ruusuvuori E.,Ruusuvuori E.,101,49,574,1015,5.5,1.14,2-6 2-6 6-4 4-6
Wimbledon,2022-06-28,Grand Slam,Outdoor,Grass,1st Round,5,Gray A.,Tseng C.H.,Gray A.,288,95,173,626,2.2,1.66,6-3 6-3 7-6
Wimbledon,2022-06-28,Grand Slam,Outdoor,Grass,1st Round,5,Kozlov S.,Schwartzman D.,Schwartzman D.,107,15,543,2325,4.5,1.2,3-6 2-6 2-6
Wimbledon,2022-06-28,Grand Slam,Outdoor,Grass,1st Round,5,Nakashima B.,Kuhn N.,Nakashima B.,56,261,969,200,1.08,8.0,6-3 6-7 6-3 6-2
Wimbledon,2022-06-28,Grand Slam,Outdoor,Grass,1st Round,5,Rinderknech A.,Shapovalov D.,Shapovalov D.,62,16,901,2293,3.2,1.36,1-6 7-6 7-6 4-6 1-6
Wimbledon,2022-06-28,Grand Slam,Outdoor,Grass,1st Round,5,Broady L.,Klein L.,Broady L.,132,243,444,217,1.66,2.2,4-6 6-3 7-5 6-7 6-3
Wimbledon,2022-06-28,Grand Slam,Outdoor,Grass,1st Round,5,Ritschard A.,Tsitsipas S.,Tsitsipas S.,188,5,295,5150,11.0,1.05,6-7 3-6 7-5 4-6
Wimbledon,2022-06-28,Grand Slam,Outdoor,Grass,1st Round,5,Galan D.E.,Koepfer D.,Galan D.E.,109,117,528,505,2.37,1.57,6-4 7-5 7-6
Wimbledon,2022-06-28,Grand Slam,Outdoor,Grass,1st Round,5,Balazs A.,Bautista Agut R.,Bautista Agut R.,331,19,136,2008,19.0,1.02,1-6 0-6 3-6
Wimbledon,2022-06-28,Grand Slam,Outdoor,Grass,1st Round,5,Novak D.,Bagnis F.,Novak D.,153,102,371,558,1.2,4.5,7-6 2-6 6-4 6-3
Wimbledon,2022-06-28,Grand Slam,Outdoor,Grass,1st Round,5,Evans D.,Kubler J.,Kubler J.,33,99,1198,580,1.25,4.0,1-6 4-6 3-6
Wimbledon,2022-06-28,Grand Slam,Outdoor,Grass,1st Round,5,Fritz T.,Musetti L.,Fritz T.,14,70,3045,790,1.16,5.0,6-4 6-4 6-3
Wimbledon,2022-06-29,Grand Slam,Outdoor,Grass,2nd Round,5,Baez S.,Goffin D.,Goffin D.,35,58,1168,930,2.37,1.57,1-6 2-6 4-6
Wimbledon,2022-06-29,Grand Slam,Outdoor,Grass,2nd Round,5,Johnson S.,Peniston R.,Johnson S.,93,135,627,440,2.2,1.66,6-3 6-2 6-4
Wimbledon,2022-06-29,Grand Slam,Outdoor,Grass,2nd Round,5,Tabilo A.,Kecmanovic M.,Kecmanovic M.,78,30,746,1306,4.33,1.22,6-7 6-7 6-3 3-6
Wimbledon,2022-06-29,Grand Slam,Outdoor,Grass,2nd Round,5,Humbert U.,Ruud C.,Humbert U.,112,6,521,5050,2.37,1.57,3-6 6-2 7-5 6-4
Wimbledon,2022-06-29,Grand Slam,Outdoor,Grass,2nd Round,5,Marterer M.,Tiafoe F.,Tiafoe F.,172,28,319,1439,4.5,1.2,2-6 2-6 6-7
